,W,H,C_IN,KERNEL_SIZE,C_OUT (filters count),STRIDE,PAD,,Layer name
,7,7,8,7,256,1,0,,Test 245
,7,7,8,7,256,1,1,,Test 246
,7,7,8,7,256,2,0,,Test 247
,7,7,8,7,256,2,1,,Test 248
,7,7,8,7,512,1,0,,Test 249
,7,7,8,7,512,1,1,,Test 250
,7,7,8,7,512,2,0,,Test 251
,7,7,8,7,512,2,1,,Test 252
,7,7,8,7,1024,1,0,,Test 253
,7,7,8,7,1024,1,1,,Test 254
,7,7,8,7,1024,2,0,,Test 255
,7,7,8,7,1024,2,1,,Test 256
,7,7,16,1,8,1,0,,Test 257
,7,7,16,1,8,1,1,,Test 258
,7,7,16,1,8,2,0,,Test 259
,7,7,16,1,8,2,1,,Test 260
,7,7,16,1,16,1,0,,Test 261
,7,7,16,1,16,1,1,,Test 262
,7,7,16,1,16,2,0,,Test 263
,7,7,16,1,16,2,1,,Test 264
,7,7,16,1,32,1,0,,Test 265
,7,7,16,1,32,1,1,,Test 266
,7,7,16,1,32,2,0,,Test 267
,7,7,16,1,32,2,1,,Test 268
,7,7,16,1,64,1,0,,Test 269
,7,7,16,1,64,1,1,,Test 270
,7,7,16,1,64,2,0,,Test 271
,7,7,16,1,64,2,1,,Test 272
,7,7,16,1,128,1,0,,Test 273
,7,7,16,1,128,1,1,,Test 274
,7,7,16,1,128,2,0,,Test 275
,7,7,16,1,128,2,1,,Test 276
,7,7,16,1,256,1,0,,Test 277
,7,7,16,1,256,1,1,,Test 278
,7,7,16,1,256,2,0,,Test 279
,7,7,16,1,256,2,1,,Test 280
,7,7,16,1,512,1,0,,Test 281
,7,7,16,1,512,1,1,,Test 282
,7,7,16,1,512,2,0,,Test 283
,7,7,16,1,512,2,1,,Test 284
,7,7,16,1,1024,1,0,,Test 285
,7,7,16,1,1024,1,1,,Test 286
,7,7,16,1,1024,2,0,,Test 287
,7,7,16,1,1024,2,1,,Test 288
,7,7,16,3,8,1,0,,Test 289
,7,7,16,3,8,1,1,,Test 290
,7,7,16,3,8,2,0,,Test 291
,7,7,16,3,8,2,1,,Test 292
,7,7,16,3,16,1,0,,Test 293
,7,7,16,3,16,1,1,,Test 294
,7,7,16,3,16,2,0,,Test 295
,7,7,16,3,16,2,1,,Test 296
,7,7,16,3,32,1,0,,Test 297
,7,7,16,3,32,1,1,,Test 298
,7,7,16,3,32,2,0,,Test 299
,7,7,16,3,32,2,1,,Test 300
,7,7,16,3,64,1,0,,Test 301
,7,7,16,3,64,1,1,,Test 302
,7,7,16,3,64,2,0,,Test 303
,7,7,16,3,64,2,1,,Test 304
,7,7,16,3,128,1,0,,Test 305
,7,7,16,3,128,1,1,,Test 306
,7,7,16,3,128,2,0,,Test 307
,7,7,16,3,128,2,1,,Test 308
,7,7,16,3,256,1,0,,Test 309
,7,7,16,3,256,1,1,,Test 310
,7,7,16,3,256,2,0,,Test 311
,7,7,16,3,256,2,1,,Test 312
,7,7,16,3,512,1,0,,Test 313
,7,7,16,3,512,1,1,,Test 314
,7,7,16,3,512,2,0,,Test 315
,7,7,16,3,512,2,1,,Test 316
,7,7,16,3,1024,1,0,,Test 317
,7,7,16,3,1024,1,1,,Test 318
,7,7,16,3,1024,2,0,,Test 319
,7,7,16,3,1024,2,1,,Test 320
,7,7,16,5,8,1,0,,Test 321
,7,7,16,5,8,1,1,,Test 322
,7,7,16,5,8,2,0,,Test 323
,7,7,16,5,8,2,1,,Test 324
,7,7,16,5,16,1,0,,Test 325
,7,7,16,5,16,1,1,,Test 326
,7,7,16,5,16,2,0,,Test 327
,7,7,16,5,16,2,1,,Test 328
,7,7,16,5,32,1,0,,Test 329
,7,7,16,5,32,1,1,,Test 330
,7,7,16,5,32,2,0,,Test 331
,7,7,16,5,32,2,1,,Test 332
,7,7,16,5,64,1,0,,Test 333
,7,7,16,5,64,1,1,,Test 334
,7,7,16,5,64,2,0,,Test 335
,7,7,16,5,64,2,1,,Test 336
,7,7,16,5,128,1,0,,Test 337
,7,7,16,5,128,1,1,,Test 338
,7,7,16,5,128,2,0,,Test 339
,7,7,16,5,128,2,1,,Test 340
,7,7,16,5,256,1,0,,Test 341
,7,7,16,5,256,1,1,,Test 342
,7,7,16,5,256,2,0,,Test 343
,7,7,16,5,256,2,1,,Test 344
,7,7,16,5,512,1,0,,Test 345
,7,7,16,5,512,1,1,,Test 346
,7,7,16,5,512,2,0,,Test 347
,7,7,16,5,512,2,1,,Test 348
,7,7,16,5,1024,1,0,,Test 349
,7,7,16,5,1024,1,1,,Test 350
,7,7,16,5,1024,2,0,,Test 351
,7,7,16,5,1024,2,1,,Test 352
,7,7,16,7,8,1,0,,Test 353
,7,7,16,7,8,1,1,,Test 354
,7,7,16,7,8,2,0,,Test 355
,7,7,16,7,8,2,1,,Test 356
,7,7,16,7,16,1,0,,Test 357
,7,7,16,7,16,1,1,,Test 358
,7,7,16,7,16,2,0,,Test 359
,7,7,16,7,16,2,1,,Test 360
,7,7,16,7,32,1,0,,Test 361
,7,7,16,7,32,1,1,,Test 362
,7,7,16,7,32,2,0,,Test 363
,7,7,16,7,32,2,1,,Test 364
,7,7,16,7,64,1,0,,Test 365
,7,7,16,7,64,1,1,,Test 366
,7,7,16,7,64,2,0,,Test 367
,7,7,16,7,64,2,1,,Test 368
,7,7,16,7,128,1,0,,Test 369
,7,7,16,7,128,1,1,,Test 370
,7,7,16,7,128,2,0,,Test 371
,7,7,16,7,128,2,1,,Test 372
,7,7,16,7,256,1,0,,Test 373
,7,7,16,7,256,1,1,,Test 374
,7,7,16,7,256,2,0,,Test 375
,7,7,16,7,256,2,1,,Test 376
,7,7,16,7,512,1,0,,Test 377
,7,7,16,7,512,1,1,,Test 378
,7,7,16,7,512,2,0,,Test 379
,7,7,16,7,512,2,1,,Test 380
,7,7,16,7,1024,1,0,,Test 381
,7,7,16,7,1024,1,1,,Test 382
,7,7,16,7,1024,2,0,,Test 383
,7,7,16,7,1024,2,1,,Test 384
,7,7,32,1,8,1,0,,Test 385
,7,7,32,1,8,1,1,,Test 386
,7,7,32,1,8,2,0,,Test 387
,7,7,32,1,8,2,1,,Test 388
,7,7,32,1,16,1,0,,Test 389
,7,7,32,1,16,1,1,,Test 390
,7,7,32,1,16,2,0,,Test 391
,7,7,32,1,16,2,1,,Test 392
,7,7,32,1,32,1,0,,Test 393
,7,7,32,1,32,1,1,,Test 394
,7,7,32,1,32,2,0,,Test 395
,7,7,32,1,32,2,1,,Test 396
,7,7,32,1,64,1,0,,Test 397
,7,7,32,1,64,1,1,,Test 398
,7,7,32,1,64,2,0,,Test 399
,7,7,32,1,64,2,1,,Test 400
,7,7,32,1,128,1,0,,Test 401
,7,7,32,1,128,1,1,,Test 402
,7,7,32,1,128,2,0,,Test 403
,7,7,32,1,128,2,1,,Test 404
,7,7,32,1,256,1,0,,Test 405
,7,7,32,1,256,1,1,,Test 406
,7,7,32,1,256,2,0,,Test 407
,7,7,32,1,256,2,1,,Test 408
,7,7,32,1,512,1,0,,Test 409
,7,7,32,1,512,1,1,,Test 410
,7,7,32,1,512,2,0,,Test 411
,7,7,32,1,512,2,1,,Test 412
,7,7,32,1,1024,1,0,,Test 413
,7,7,32,1,1024,1,1,,Test 414
,7,7,32,1,1024,2,0,,Test 415
,7,7,32,1,1024,2,1,,Test 416
,7,7,32,3,8,1,0,,Test 417
,7,7,32,3,8,1,1,,Test 418
,7,7,32,3,8,2,0,,Test 419
,7,7,32,3,8,2,1,,Test 420
,7,7,32,3,16,1,0,,Test 421
,7,7,32,3,16,1,1,,Test 422
,7,7,32,3,16,2,0,,Test 423
,7,7,32,3,16,2,1,,Test 424
,7,7,32,3,32,1,0,,Test 425
,7,7,32,3,32,1,1,,Test 426
,7,7,32,3,32,2,0,,Test 427
,7,7,32,3,32,2,1,,Test 428
,7,7,32,3,64,1,0,,Test 429
,7,7,32,3,64,1,1,,Test 430
,7,7,32,3,64,2,0,,Test 431
,7,7,32,3,64,2,1,,Test 432
,7,7,32,3,128,1,0,,Test 433
,7,7,32,3,128,1,1,,Test 434
,7,7,32,3,128,2,0,,Test 435
,7,7,32,3,128,2,1,,Test 436
,7,7,32,3,256,1,0,,Test 437
,7,7,32,3,256,1,1,,Test 438
,7,7,32,3,256,2,0,,Test 439
,7,7,32,3,256,2,1,,Test 440
,7,7,32,3,512,1,0,,Test 441
,7,7,32,3,512,1,1,,Test 442
,7,7,32,3,512,2,0,,Test 443
,7,7,32,3,512,2,1,,Test 444
,7,7,32,3,1024,1,0,,Test 445
,7,7,32,3,1024,1,1,,Test 446
,7,7,32,3,1024,2,0,,Test 447
,7,7,32,3,1024,2,1,,Test 448
,7,7,32,5,8,1,0,,Test 449
,7,7,32,5,8,1,1,,Test 450
,7,7,32,5,8,2,0,,Test 451
,7,7,32,5,8,2,1,,Test 452
,7,7,32,5,16,1,0,,Test 453
,7,7,32,5,16,1,1,,Test 454
,7,7,32,5,16,2,0,,Test 455
,7,7,32,5,16,2,1,,Test 456
,7,7,32,5,32,1,0,,Test 457
,7,7,32,5,32,1,1,,Test 458
,7,7,32,5,32,2,0,,Test 459
,7,7,32,5,32,2,1,,Test 460
,7,7,32,5,64,1,0,,Test 461
,7,7,32,5,64,1,1,,Test 462
,7,7,32,5,64,2,0,,Test 463
,7,7,32,5,64,2,1,,Test 464
,7,7,32,5,128,1,0,,Test 465
,7,7,32,5,128,1,1,,Test 466
,7,7,32,5,128,2,0,,Test 467
,7,7,32,5,128,2,1,,Test 468
,7,7,32,5,256,1,0,,Test 469
,7,7,32,5,256,1,1,,Test 470
,7,7,32,5,256,2,0,,Test 471
,7,7,32,5,256,2,1,,Test 472
,7,7,32,5,512,1,0,,Test 473
,7,7,32,5,512,1,1,,Test 474
,7,7,32,5,512,2,0,,Test 475
,7,7,32,5,512,2,1,,Test 476
,7,7,32,5,1024,1,0,,Test 477
,7,7,32,5,1024,1,1,,Test 478
,7,7,32,5,1024,2,0,,Test 479
,7,7,32,5,1024,2,1,,Test 480
,7,7,32,7,8,1,0,,Test 481
,7,7,32,7,8,1,1,,Test 482
,7,7,32,7,8,2,0,,Test 483
,7,7,32,7,8,2,1,,Test 484
,7,7,32,7,16,1,0,,Test 485
,7,7,32,7,16,1,1,,Test 486
,7,7,32,7,16,2,0,,Test 487
,7,7,32,7,16,2,1,,Test 488
,7,7,32,7,32,1,0,,Test 489
,7,7,32,7,32,1,1,,Test 490
,7,7,32,7,32,2,0,,Test 491
,7,7,32,7,32,2,1,,Test 492
,7,7,32,7,64,1,0,,Test 493
,7,7,32,7,64,1,1,,Test 494
,7,7,32,7,64,2,0,,Test 495
,7,7,32,7,64,2,1,,Test 496
,7,7,32,7,128,1,0,,Test 497
,7,7,32,7,128,1,1,,Test 498
,7,7,32,7,128,2,0,,Test 499
,7,7,32,7,128,2,1,,Test 500
,7,7,32,7,256,1,0,,Test 501
,7,7,32,7,256,1,1,,Test 502
,7,7,32,7,256,2,0,,Test 503
,7,7,32,7,256,2,1,,Test 504
,7,7,32,7,512,1,0,,Test 505
,7,7,32,7,512,1,1,,Test 506
,7,7,32,7,512,2,0,,Test 507
,7,7,32,7,512,2,1,,Test 508
,7,7,32,7,1024,1,0,,Test 509
,7,7,32,7,1024,1,1,,Test 510
,7,7,32,7,1024,2,0,,Test 511
,7,7,32,7,1024,2,1,,Test 512
,7,7,64,1,8,1,0,,Test 513
,7,7,64,1,8,1,1,,Test 514
,7,7,64,1,8,2,0,,Test 515
,7,7,64,1,8,2,1,,Test 516
,7,7,64,1,16,1,0,,Test 517
,7,7,64,1,16,1,1,,Test 518
,7,7,64,1,16,2,0,,Test 519
,7,7,64,1,16,2,1,,Test 520
,7,7,64,1,32,1,0,,Test 521
,7,7,64,1,32,1,1,,Test 522
,7,7,64,1,32,2,0,,Test 523
,7,7,64,1,32,2,1,,Test 524
,7,7,64,1,64,1,0,,Test 525
,7,7,64,1,64,1,1,,Test 526
,7,7,64,1,64,2,0,,Test 527
,7,7,64,1,64,2,1,,Test 528
,7,7,64,1,128,1,0,,Test 529
,7,7,64,1,128,1,1,,Test 530
,7,7,64,1,128,2,0,,Test 531
,7,7,64,1,128,2,1,,Test 532
,7,7,64,1,256,1,0,,Test 533
,7,7,64,1,256,1,1,,Test 534
,7,7,64,1,256,2,0,,Test 535
,7,7,64,1,256,2,1,,Test 536
,7,7,64,1,512,1,0,,Test 537
,7,7,64,1,512,1,1,,Test 538
,7,7,64,1,512,2,0,,Test 539
,7,7,64,1,512,2,1,,Test 540
,7,7,64,1,1024,1,0,,Test 541
,7,7,64,1,1024,1,1,,Test 542
,7,7,64,1,1024,2,0,,Test 543
,7,7,64,1,1024,2,1,,Test 544
,7,7,64,3,8,1,0,,Test 545
,7,7,64,3,8,1,1,,Test 546
,7,7,64,3,8,2,0,,Test 547
,7,7,64,3,8,2,1,,Test 548
,7,7,64,3,16,1,0,,Test 549
,7,7,64,3,16,1,1,,Test 550
,7,7,64,3,16,2,0,,Test 551
,7,7,64,3,16,2,1,,Test 552
,7,7,64,3,32,1,0,,Test 553
,7,7,64,3,32,1,1,,Test 554
,7,7,64,3,32,2,0,,Test 555
,7,7,64,3,32,2,1,,Test 556
,7,7,64,3,64,1,0,,Test 557
,7,7,64,3,64,1,1,,Test 558
,7,7,64,3,64,2,0,,Test 559
,7,7,64,3,64,2,1,,Test 560
,7,7,64,3,128,1,0,,Test 561
,7,7,64,3,128,1,1,,Test 562
,7,7,64,3,128,2,0,,Test 563
,7,7,64,3,128,2,1,,Test 564
,7,7,64,3,256,1,0,,Test 565
,7,7,64,3,256,1,1,,Test 566
,7,7,64,3,256,2,0,,Test 567
,7,7,64,3,256,2,1,,Test 568
,7,7,64,3,512,1,0,,Test 569
,7,7,64,3,512,1,1,,Test 570
,7,7,64,3,512,2,0,,Test 571
,7,7,64,3,512,2,1,,Test 572
,7,7,64,3,1024,1,0,,Test 573
,7,7,64,3,1024,1,1,,Test 574
,7,7,64,3,1024,2,0,,Test 575
,7,7,64,3,1024,2,1,,Test 576
,7,7,64,5,8,1,0,,Test 577
,7,7,64,5,8,1,1,,Test 578
,7,7,64,5,8,2,0,,Test 579
,7,7,64,5,8,2,1,,Test 580
,7,7,64,5,16,1,0,,Test 581
,7,7,64,5,16,1,1,,Test 582
,7,7,64,5,16,2,0,,Test 583
,7,7,64,5,16,2,1,,Test 584
,7,7,64,5,32,1,0,,Test 585
,7,7,64,5,32,1,1,,Test 586
,7,7,64,5,32,2,0,,Test 587
,7,7,64,5,32,2,1,,Test 588
,7,7,64,5,64,1,0,,Test 589
,7,7,64,5,64,1,1,,Test 590
,7,7,64,5,64,2,0,,Test 591
,7,7,64,5,64,2,1,,Test 592
,7,7,64,5,128,1,0,,Test 593
,7,7,64,5,128,1,1,,Test 594
,7,7,64,5,128,2,0,,Test 595
,7,7,64,5,128,2,1,,Test 596
,7,7,64,5,256,1,0,,Test 597
,7,7,64,5,256,1,1,,Test 598
,7,7,64,5,256,2,0,,Test 599
,7,7,64,5,256,2,1,,Test 600
,7,7,64,5,512,1,0,,Test 601
,7,7,64,5,512,1,1,,Test 602
,7,7,64,5,512,2,0,,Test 603
,7,7,64,5,512,2,1,,Test 604
,7,7,64,5,1024,1,0,,Test 605
,7,7,64,5,1024,1,1,,Test 606
,7,7,64,5,1024,2,0,,Test 607
,7,7,64,5,1024,2,1,,Test 608
,7,7,64,7,8,1,0,,Test 609
,7,7,64,7,8,1,1,,Test 610
,7,7,64,7,8,2,0,,Test 611
,7,7,64,7,8,2,1,,Test 612
,7,7,64,7,16,1,0,,Test 613
,7,7,64,7,16,1,1,,Test 614
,7,7,64,7,16,2,0,,Test 615
,7,7,64,7,16,2,1,,Test 616
,7,7,64,7,32,1,0,,Test 617
,7,7,64,7,32,1,1,,Test 618
,7,7,64,7,32,2,0,,Test 619
,7,7,64,7,32,2,1,,Test 620
,7,7,64,7,64,1,0,,Test 621
,7,7,64,7,64,1,1,,Test 622
,7,7,64,7,64,2,0,,Test 623
,7,7,64,7,64,2,1,,Test 624
,7,7,64,7,128,1,0,,Test 625
,7,7,64,7,128,1,1,,Test 626
,7,7,64,7,128,2,0,,Test 627
,7,7,64,7,128,2,1,,Test 628
,7,7,64,7,256,1,0,,Test 629
,7,7,64,7,256,1,1,,Test 630
,7,7,64,7,256,2,0,,Test 631
,7,7,64,7,256,2,1,,Test 632
,7,7,64,7,512,1,0,,Test 633
,7,7,64,7,512,1,1,,Test 634
,7,7,64,7,512,2,0,,Test 635
,7,7,64,7,512,2,1,,Test 636
,7,7,64,7,1024,1,0,,Test 637
,7,7,64,7,1024,1,1,,Test 638
,7,7,64,7,1024,2,0,,Test 639
,7,7,64,7,1024,2,1,,Test 640
,7,7,128,1,8,1,0,,Test 641
,7,7,128,1,8,1,1,,Test 642
,7,7,128,1,8,2,0,,Test 643
,7,7,128,1,8,2,1,,Test 644
,7,7,128,1,16,1,0,,Test 645
,7,7,128,1,16,1,1,,Test 646
,7,7,128,1,16,2,0,,Test 647
,7,7,128,1,16,2,1,,Test 648
,7,7,128,1,32,1,0,,Test 649
,7,7,128,1,32,1,1,,Test 650
,7,7,128,1,32,2,0,,Test 651
,7,7,128,1,32,2,1,,Test 652
,7,7,128,1,64,1,0,,Test 653
,7,7,128,1,64,1,1,,Test 654
,7,7,128,1,64,2,0,,Test 655
,7,7,128,1,64,2,1,,Test 656
,7,7,128,1,128,1,0,,Test 657
,7,7,128,1,128,1,1,,Test 658
